"GEOID","AFFGEOID","tree_cover_percentage"
"060750254032","1500000US060750254032",4.30701472046317
"060750260041","1500000US060750260041",1.95343691487944
"060750261002","1500000US060750261002",1.83251425928501
"060750264023","1500000US060750264023",2.39956412275952
"060750301021","1500000US060750301021",24.8132349249735
"060750332011","1500000US060750332011",7.39127906551194
"060750303014","1500000US060750303014",7.22034575084436
"060750304004","1500000US060750304004",2.15536003185917
"060750305002","1500000US060750305002",15.4223081879376
"060750307003","1500000US060750307003",13.267549716404
"060750302023","1500000US060750302023",5.99526086607283
"060750309001","1500000US060750309001",12.7845387558865
"060750310002","1500000US060750310002",3.51499833746596
"060750327001","1500000US060750327001",1.34536072543171
"060750331003","1500000US060750331003",0.427360248742019
"060750352022","1500000US060750352022",0.192143510339129
"060750352011","1500000US060750352011",0.363027183427605
"060750353002","1500000US060750353002",0.473526216698432
"060750354005","1500000US060750354005",0.316010214525898
"060750401002","1500000US060750401002",3.7168744433824
"060750427003","1500000US060750427003",1.33306512963982
"060750428001","1500000US060750428001",4.66811948180141
"060750476002","1500000US060750476002",6.36527243549499
"060750477013","1500000US060750477013",1.57544681953841
"060750610001","1500000US060750610001",1.74408351189268
"060750229033","1500000US060750229033",3.18023911927401
"060750263031","1500000US060750263031",2.72000761799403
"060750108003","1500000US060750108003",1.92932617828169
"060750108001","1500000US060750108001",2.22218621519287
"060750117001","1500000US060750117001",1.07971283578127
"060750117002","1500000US060750117002",0.467999276405621
"060750133005","1500000US060750133005",7.38112588707272
"060750151002","1500000US060750151002",0.550796187161425
"060750159002","1500000US060750159002",5.17431299867778
"060750165001","1500000US060750165001",7.30309369745657
"060750167004","1500000US060750167004",6.76943322740038
"060750203001","1500000US060750203001",3.64297026144433
"060750209001","1500000US060750209001",2.7049244795598
"060750231032","1500000US060750231032",1.87709008661636
"060750302021","1500000US060750302021",3.5364486181158
"060750612003","1500000US060750612003",4.16468757927853
"060750119012","1500000US060750119012",0.412711243532045
"060750176043","1500000US060750176043",0.073527063943101
"060750118001","1500000US060750118001",0.19948226444565
"060750478022","1500000US060750478022",0.737946945061191
"060750311003","1500000US060750311003",9.09703117035132
"060750231021","1500000US060750231021",3.51900191839729
"060750607031","1500000US060750607031",0.684137334269539
"060750451001","1500000US060750451001",5.41883431302139
"060750216001","1500000US060750216001",7.90546886248475
"060750605021","1500000US060750605021",5.21194038401939
"060750426021","1500000US060750426021",6.27614600693021
"060750478013","1500000US060750478013",0.904483178285257
"060750332032","1500000US060750332032",5.281223965248
"060750119011","1500000US060750119011",1.04182468021592
"060750123022","1500000US060750123022",1.10258071464232
"060750230013","1500000US060750230013",1.88457024670031
"060750332042","1500000US060750332042",3.82888753350336
"060759806001","1500000US060759806001",0.191511429974278
"060750129012","1500000US060750129012",1.56163470346833
"060750131021","1500000US060750131021",7.32501776541554
"060750158011","1500000US060750158011",7.60927616476474
"060750158013","1500000US060750158013",3.99176951365465
"060750168021","1500000US060750168021",2.58374018653988
"060750171013","1500000US060750171013",8.54361089770747
"060750171023","1500000US060750171023",10.0089350657276
"060750257011","1500000US060750257011",3.07181618886758
"060750312011","1500000US060750312011",2.61169719736478
"060750312014","1500000US060750312014",3.61766318394203
"060750313021","1500000US060750313021",3.78712055113842
"060750326013","1500000US060750326013",1.44226888247922
"060750328022","1500000US060750328022",2.06829992380753
"060750329013","1500000US060750329013",0.583865139033872
